key,files,functions,lines,addLines,deleteLines,pos,time,rf,ibf,isComponent,distance,isInducing
440764@e93f2aed65e3,0.14757866648400914,0.22127518092241938,0.5258974939174781,0.4897389147829382,0.5019903920189179,0.058823529411764705,0.1111111111111111,1.0,0.2744345407500353,1,1.0,false
440764@0b88f9a0bb19,0.30931061029909585,0.36996104232192484,0.48764341048985904,0.4929372712938534,0.3694529518481505,0.07692307692307693,0.2,1.0,0.3147328897192765,1,1.0,false
440764@9f63437bec67,0.09311177167716018,0.17120184982233802,0.5097491300742798,0.47261420029649004,0.48531193918321963,0.09090909090909091,0.09090909090909091,1.0,0.5955023712328408,1,1.0,false
440764@bd1a352505d5,0.36377750510594475,0.4200343734220062,0.3987303536006836,0.3652976091817568,0.3603373311229253,0.037037037037037035,0.037037037037037035,1.0,0.36278272962498237,1,1.0,false
440764@b4de16a0dc7d,0.8218555674460154,0.8355978140650093,0.8504439308926747,0.8646505327451042,0.7748885217380908,0.25,0.038461538461538464,1.0,0.12090833678406482,1,1.0,false
440764@305acfe01a2c,0.26139779051937945,0.3259131027932227,0.27331460579562755,0.25626070278508184,0.19849978235425522,0.045454545454545456,0.04,1.0,0.7410939338712054,1,0.3333333333333333,false
440764@841d4b99f7f8,0.32211380700730474,0.38173147113346423,0.6691757759814669,0.6811320362112946,0.5626230307400787,0.06666666666666667,0.05,1.0,0.18383036086533416,1,1.0,false
440764@e42bb70e533d,0.21619883862193562,0.2843601174107559,0.33262100315060944,0.34165550872284633,0.12856542331604753,0.3333333333333333,0.16666666666666666,1.0,1.0,1,1.0,false
440764@3be4aa0b7d05,0.48506143234325644,0.5315349512906095,0.6202726196708952,0.629413603105491,0.5155296911396942,0.07142857142857142,0.03571428571428571,1.0,0.2744345407500353,1,1.0,false
440764@2a90eeb9372f,0.29515733296801827,0.3569494369336697,0.49714550943030683,0.4702603038630959,0.4602852769110988,0.14285714285714285,1.0,1.0,1.0,1,1.0,false
440764@c4145c80a504,0.37244708670864074,0.4280046245558451,0.4785623677893129,0.4445880694193122,0.44809688547517235,0.04,0.05555555555555555,1.0,0.36278272962498237,1,0.5,false
440764@0dc9f4a7cc76,0.29515733296801827,0.3569494369336697,0.31359871974288434,0.2976397671902014,0.23930565131805578,0.125,0.07692307692307693,1.0,1.0,1,0.25,false
440764@792caf681810,0.30931061029909585,0.36996104232192484,0.39950668011041174,0.3752310529674964,0.3490410586639012,0.16666666666666666,0.25,1.0,1.0,1,1.0,false
440764@621bbc75ca38,0.6264485932273843,0.6615171385505515,0.5804423714307663,0.5484935802944124,0.5574349882527146,0.1,0.047619047619047616,1.0,0.3147328897192765,1,1.0,false
440764@64daeb179433,0.18622354335432037,0.25680277473350704,0.2436404810251385,0.2394623518460062,0.12856542331604753,0.038461538461538464,0.043478260869565216,1.0,0.2744345407500353,1,1.0,false
440764@821b6028ffbd,0.4152255786844649,0.46733239604463317,0.49934568453456946,0.47376524769847883,0.46103534992328415,0.047619047619047616,0.06666666666666667,1.0,0.49600061800719447,1,1.0,false
440764@f35ac795e031,0.3545095621965396,0.4115140277043917,0.44403983784256795,0.4364542673086882,0.36543792646859236,0.05263157894736842,0.08333333333333333,1.0,0.42154597224518175,1,1.0,false
440764@f22829683aa1,0.14757866648400914,0.22127518092241938,0.1941440208500857,0.18860286079352642,0.08775955435224699,0.03571428571428571,0.05263157894736842,1.0,0.42154597224518175,1,1.0,false
440764@07b0f1c60d56,0.3805909068133781,0.4354915246622329,0.5251668784844671,0.5354679251607113,0.38696426782364657,0.05,0.045454545454545456,1.0,0.42154597224518175,1,0.5,false
440764@a41993baceda,0.29515733296801827,0.3569494369336697,0.48057376615905206,0.49771438889369146,0.20489376904731582,0.08333333333333333,0.07142857142857142,1.0,0.2744345407500353,1,1.0,false
440764@699cc351076b,0.7588373930179139,0.7632075212247612,0.8495457771270909,0.8737671864371843,0.7191259619028926,0.3333333333333333,0.14285714285714285,1.0,0.2744345407500353,1,1.0,false
440764@6dea5cf1ef2d,0.21619883862193562,0.2843601174107559,0.34143223901766534,0.34563881566674526,0.19154912310262534,0.05555555555555555,0.125,1.0,0.42154597224518175,1,0.16666666666666666,false
440764@3d3829a318d9,0.14757866648400914,0.22127518092241938,0.275333156650245,0.2499650635116988,0.21632497766829453,0.047619047619047616,0.034482758620689655,1.0,0.49600061800719447,1,0.16666666666666666,false
440764@f357f309273e,0.4696924734913139,0.5174057271447146,0.6053270334372967,0.5669234212904397,0.590540865593547,0.125,0.5,1.0,0.36278272962498237,1,1.0,false
440764@05092fa60fce,0.7718983420749447,0.7870796910718554,0.8696741039324298,0.9037106029144397,0.0,0.2,0.041666666666666664,1.0,0.13969092658383064,1,1.0,false
440764@bd6803034b95,0.9815903066669821,0.9880114002038715,0.9808985940115698,0.964769825976705,0.9798409917229282,0.041666666666666664,0.1,1.0,0.0,1,1.0,false
440764@a287b30addb5,0.4427359994520274,0.4926236929449201,0.4814944346744878,0.4747117513234682,0.406408331409992,1.0,0.3333333333333333,1.0,1.0,1,1.0,false
440764@502bad8ce7c8,0.2406904381611693,0.3068761058335884,0.39306098586312643,0.361422268626899,0.35201837926301555,0.04,0.058823529411764705,1.0,0.42154597224518175,1,1.0,false
440764@7aba284c4ea5,0.38826910464517844,0.44255036184483876,0.4197209751010099,0.413929013646688,0.33222068400602467,0.05555555555555555,0.0625,1.0,0.49600061800719447,1,1.0,false
