default
0.443, 0.738, 0.754, 0.565, 0.554
0.558, 0.635, 0.712, 0.604, 0.573
0.500, 0.675, 0.675, 0.572, 0.536
0.605, 0.763, 0.789, 0.656, 0.618
0.610, 0.829, 0.878, 0.708, 0.677
0.667, 0.846, 0.846, 0.743, 0.700
-R 1.0E-7 -M -1
0.443, 0.738, 0.754, 0.565, 0.554
0.558, 0.635, 0.712, 0.604, 0.573
0.500, 0.675, 0.675, 0.572, 0.536
0.605, 0.763, 0.789, 0.656, 0.618
0.610, 0.829, 0.878, 0.708, 0.677
0.667, 0.846, 0.846, 0.743, 0.700
-R 1.0E-6 -M -1
0.443, 0.738, 0.754, 0.565, 0.554
0.558, 0.635, 0.712, 0.604, 0.573
0.500, 0.675, 0.675, 0.572, 0.536
0.605, 0.763, 0.789, 0.656, 0.618
0.610, 0.829, 0.878, 0.708, 0.677
0.667, 0.846, 0.846, 0.743, 0.700
-R 1.0E-5 -M -1
0.443, 0.738, 0.754, 0.565, 0.554
0.558, 0.635, 0.712, 0.604, 0.573
0.500, 0.675, 0.675, 0.572, 0.536
0.605, 0.763, 0.789, 0.656, 0.618
0.610, 0.829, 0.878, 0.708, 0.677
0.667, 0.846, 0.846, 0.743, 0.700
-R 1.0E-4 -M -1
0.443, 0.738, 0.754, 0.565, 0.554
0.558, 0.635, 0.712, 0.604, 0.573
0.500, 0.675, 0.675, 0.572, 0.536
0.605, 0.763, 0.789, 0.656, 0.618
0.610, 0.829, 0.878, 0.708, 0.677
0.667, 0.846, 0.846, 0.743, 0.700
-R 1.0E-8 -M 50
0.443, 0.738, 0.754, 0.565, 0.554
0.558, 0.635, 0.712, 0.604, 0.573
0.500, 0.675, 0.675, 0.572, 0.536
0.605, 0.763, 0.789, 0.656, 0.618
0.610, 0.829, 0.878, 0.708, 0.677
0.667, 0.846, 0.846, 0.743, 0.700
-R 1.0E-8 -M 100
0.443, 0.738, 0.754, 0.565, 0.554
0.558, 0.635, 0.712, 0.604, 0.573
0.500, 0.675, 0.675, 0.572, 0.536
0.605, 0.763, 0.789, 0.656, 0.618
0.610, 0.829, 0.878, 0.708, 0.677
0.667, 0.846, 0.846, 0.743, 0.700
-R 1.0E-8 -M 200
0.443, 0.738, 0.754, 0.565, 0.554
0.558, 0.635, 0.712, 0.604, 0.573
0.500, 0.675, 0.675, 0.572, 0.536
0.605, 0.763, 0.789, 0.656, 0.618
0.610, 0.829, 0.878, 0.708, 0.677
0.667, 0.846, 0.846, 0.743, 0.700
-R 1.0E-8 -M 500
0.443, 0.738, 0.754, 0.565, 0.554
0.558, 0.635, 0.712, 0.604, 0.573
0.500, 0.675, 0.675, 0.572, 0.536
0.605, 0.763, 0.789, 0.656, 0.618
0.610, 0.829, 0.878, 0.708, 0.677
0.667, 0.846, 0.846, 0.743, 0.700
-R 1.0E-8 -M 1000
0.443, 0.738, 0.754, 0.565, 0.554
0.558, 0.635, 0.712, 0.604, 0.573
0.500, 0.675, 0.675, 0.572, 0.536
0.605, 0.763, 0.789, 0.656, 0.618
0.610, 0.829, 0.878, 0.708, 0.677
0.667, 0.846, 0.846, 0.743, 0.700
