default
0.328, 0.672, 0.754, 0.471, 0.445
0.212, 0.596, 0.750, 0.381, 0.370
0.300, 0.625, 0.725, 0.435, 0.419
0.421, 0.684, 0.789, 0.538, 0.510
0.244, 0.634, 0.854, 0.408, 0.388
0.436, 0.769, 0.846, 0.588, 0.552
-M 2 -N 3 -Q 1 -R -B -U
0.311, 0.672, 0.754, 0.449, 0.442
0.308, 0.596, 0.731, 0.443, 0.435
0.325, 0.625, 0.675, 0.436, 0.415
0.395, 0.632, 0.763, 0.507, 0.478
0.244, 0.780, 0.854, 0.471, 0.453
0.513, 0.744, 0.821, 0.620, 0.587
-M 2 -N 3 -Q 1 -R -B
0.246, 0.590, 0.672, 0.394, 0.387
0.212, 0.596, 0.750, 0.381, 0.370
0.250, 0.600, 0.650, 0.395, 0.388
0.237, 0.632, 0.789, 0.406, 0.394
0.293, 0.659, 0.878, 0.447, 0.416
0.256, 0.718, 0.846, 0.428, 0.411
-M 2 -N 3 -Q 1 -R -U
0.311, 0.672, 0.754, 0.449, 0.442
0.308, 0.596, 0.731, 0.443, 0.435
0.325, 0.625, 0.675, 0.436, 0.415
0.395, 0.632, 0.763, 0.507, 0.478
0.244, 0.780, 0.854, 0.471, 0.453
0.513, 0.744, 0.821, 0.620, 0.587
-M 2 -Q 1 -B -U
0.311, 0.672, 0.754, 0.449, 0.442
0.308, 0.596, 0.731, 0.443, 0.435
0.325, 0.625, 0.675, 0.436, 0.415
0.395, 0.632, 0.763, 0.507, 0.478
0.244, 0.780, 0.854, 0.471, 0.453
0.513, 0.744, 0.821, 0.620, 0.587
-M 2 -N 3 -Q 1 -R
0.246, 0.590, 0.672, 0.394, 0.387
0.212, 0.596, 0.750, 0.381, 0.370
0.250, 0.600, 0.650, 0.395, 0.388
0.237, 0.632, 0.789, 0.406, 0.394
0.293, 0.659, 0.878, 0.447, 0.416
0.256, 0.718, 0.846, 0.428, 0.411
-C 0.25 -M 2 -Q 1 -B
0.328, 0.672, 0.754, 0.471, 0.445
0.212, 0.596, 0.750, 0.381, 0.370
0.300, 0.625, 0.725, 0.435, 0.419
0.421, 0.684, 0.789, 0.538, 0.510
0.244, 0.634, 0.854, 0.408, 0.388
0.436, 0.769, 0.846, 0.588, 0.552
-C 0.25 -M 2 -Q 1 -U
0.311, 0.672, 0.754, 0.449, 0.442
0.308, 0.596, 0.731, 0.443, 0.435
0.325, 0.625, 0.675, 0.436, 0.415
0.395, 0.632, 0.763, 0.507, 0.478
0.244, 0.780, 0.854, 0.471, 0.453
0.513, 0.744, 0.821, 0.620, 0.587
-C 0.25 -M 2 -Q 1
0.328, 0.672, 0.754, 0.471, 0.445
0.212, 0.596, 0.750, 0.381, 0.370
0.300, 0.625, 0.725, 0.435, 0.419
0.421, 0.684, 0.789, 0.538, 0.510
0.244, 0.634, 0.854, 0.408, 0.388
0.436, 0.769, 0.846, 0.588, 0.552
-C 0.1 -M 2 -Q 1
0.328, 0.672, 0.754, 0.471, 0.445
0.212, 0.596, 0.750, 0.381, 0.370
0.300, 0.625, 0.725, 0.435, 0.419
0.421, 0.684, 0.789, 0.538, 0.510
0.244, 0.634, 0.854, 0.408, 0.388
0.436, 0.769, 0.846, 0.588, 0.552
-C 0.2 -M 2 -Q 1
0.328, 0.672, 0.754, 0.471, 0.445
0.212, 0.596, 0.750, 0.381, 0.370
0.300, 0.625, 0.725, 0.435, 0.419
0.421, 0.684, 0.789, 0.538, 0.510
0.244, 0.634, 0.854, 0.408, 0.388
0.436, 0.769, 0.846, 0.588, 0.552
-C 0.3 -M 2 -Q 1
0.328, 0.672, 0.754, 0.471, 0.445
0.212, 0.596, 0.750, 0.381, 0.370
0.300, 0.625, 0.725, 0.435, 0.419
0.421, 0.684, 0.789, 0.538, 0.510
0.146, 0.561, 0.829, 0.333, 0.309
0.436, 0.769, 0.846, 0.588, 0.552
-C 0.4 -M 2 -Q 1
0.328, 0.672, 0.754, 0.471, 0.445
0.212, 0.596, 0.750, 0.381, 0.370
0.300, 0.625, 0.725, 0.435, 0.419
0.421, 0.684, 0.789, 0.538, 0.510
0.146, 0.561, 0.829, 0.333, 0.309
0.436, 0.769, 0.846, 0.588, 0.552
-C 0.5 -M 2 -Q 1
0.328, 0.672, 0.754, 0.471, 0.445
0.212, 0.596, 0.750, 0.381, 0.370
0.300, 0.625, 0.725, 0.435, 0.419
0.421, 0.684, 0.789, 0.538, 0.510
0.146, 0.561, 0.829, 0.333, 0.309
0.436, 0.769, 0.846, 0.588, 0.552
-M 1 -N 3 -Q 1 -R -B -U
0.295, 0.607, 0.754, 0.429, 0.414
0.308, 0.596, 0.731, 0.443, 0.435
0.325, 0.625, 0.675, 0.436, 0.415
0.421, 0.684, 0.763, 0.537, 0.515
0.171, 0.732, 0.854, 0.385, 0.362
0.513, 0.744, 0.821, 0.620, 0.587
-M 3 -N 3 -Q 1 -R -B -U
0.311, 0.672, 0.770, 0.465, 0.453
0.308, 0.596, 0.731, 0.443, 0.435
0.325, 0.625, 0.675, 0.436, 0.415
