
0.426, 0.705, 0.754, 0.548, 0.540
0.404, 0.712, 0.750, 0.536, 0.517
0.325, 0.675, 0.700, 0.462, 0.440
0.263, 0.658, 0.737, 0.431, 0.420
0.195, 0.707, 0.829, 0.401, 0.391
0.333, 0.692, 0.846, 0.483, 0.467
-I 100 -K 0 -S 1 -depth 0
0.426, 0.705, 0.754, 0.548, 0.540
0.404, 0.712, 0.750, 0.536, 0.517
0.325, 0.675, 0.700, 0.462, 0.440
0.263, 0.658, 0.737, 0.431, 0.420
0.195, 0.707, 0.829, 0.401, 0.391
0.333, 0.692, 0.846, 0.483, 0.467
-I 50 -K 0 -S 1 -depth 0
0.393, 0.672, 0.738, 0.525, 0.521
0.423, 0.731, 0.750, 0.553, 0.534
0.325, 0.675, 0.725, 0.464, 0.441
0.342, 0.684, 0.737, 0.476, 0.463
0.220, 0.732, 0.829, 0.422, 0.413
0.308, 0.692, 0.846, 0.462, 0.447
-I 80 -K 0 -S 1 -depth 0
0.410, 0.705, 0.754, 0.540, 0.532
0.404, 0.712, 0.750, 0.537, 0.518
0.325, 0.675, 0.725, 0.464, 0.441
0.289, 0.658, 0.737, 0.446, 0.427
0.220, 0.683, 0.829, 0.416, 0.403
0.282, 0.692, 0.846, 0.446, 0.431
-I 200 -K 0 -S 1 -depth 0
0.426, 0.705, 0.754, 0.548, 0.540
0.423, 0.712, 0.750, 0.549, 0.528
0.325, 0.675, 0.700, 0.469, 0.446
0.237, 0.658, 0.737, 0.415, 0.404
0.220, 0.732, 0.829, 0.420, 0.408
0.308, 0.718, 0.846, 0.472, 0.458
-I 500 -K 0 -S 1 -depth 0
0.426, 0.705, 0.754, 0.549, 0.540
0.462, 0.712, 0.750, 0.567, 0.542
0.325, 0.650, 0.700, 0.471, 0.449
0.211, 0.658, 0.737, 0.402, 0.392
0.244, 0.732, 0.829, 0.431, 0.408
0.308, 0.692, 0.846, 0.462, 0.449
-I 100 -K 0 -S 1 -depth 1
0.410, 0.705, 0.754, 0.538, 0.529
0.385, 0.635, 0.712, 0.502, 0.486
0.500, 0.625, 0.650, 0.558, 0.533
0.395, 0.737, 0.789, 0.533, 0.519
0.415, 0.683, 0.878, 0.530, 0.501
0.410, 0.718, 0.769, 0.533, 0.515
-I 100 -K 0 -S 1 -depth 2
0.426, 0.721, 0.754, 0.550, 0.539
0.558, 0.673, 0.769, 0.609, 0.577
0.525, 0.675, 0.700, 0.590, 0.551
0.579, 0.763, 0.789, 0.641, 0.602
0.585, 0.829, 0.878, 0.694, 0.664
0.692, 0.846, 0.846, 0.746, 0.711
-I 100 -K 0 -S 1 -depth 3
0.426, 0.705, 0.754, 0.553, 0.542
0.500, 0.673, 0.769, 0.579, 0.552
0.475, 0.675, 0.725, 0.561, 0.529
0.553, 0.684, 0.789, 0.617, 0.575
0.561, 0.780, 0.878, 0.668, 0.643
0.641, 0.795, 0.846, 0.708, 0.674
-I 100 -K 0 -S 1 -depth 5
0.426, 0.689, 0.738, 0.544, 0.536
0.481, 0.673, 0.750, 0.575, 0.551
0.400, 0.650, 0.700, 0.496, 0.473
0.395, 0.684, 0.737, 0.529, 0.495
0.561, 0.756, 0.854, 0.665, 0.629
0.564, 0.744, 0.846, 0.648, 0.621
-I 100 -K 0 -S 1 -depth 10
0.426, 0.705, 0.754, 0.548, 0.540
0.442, 0.731, 0.750, 0.554, 0.536
0.325, 0.675, 0.700, 0.464, 0.440
0.237, 0.684, 0.737, 0.421, 0.410
0.220, 0.707, 0.854, 0.431, 0.427
0.308, 0.692, 0.821, 0.474, 0.458
-I 100 -K 0 -S 3 -depth 0
0.426, 0.721, 0.754, 0.549, 0.540
0.442, 0.712, 0.750, 0.564, 0.542
0.350, 0.700, 0.725, 0.494, 0.469
0.211, 0.658, 0.737, 0.398, 0.390
