key,files,functions,lines,addLines,deleteLines,pos,time,rf,ibf,isComponent,distance,isInducing
54513@c29ff23c3f8f,0.09311177167716018,0.17120184982233802,0.2339646234213402,0.20757110112765736,0.17551910870449397,0.1,0.02857142857142857,1.0,0.6003729329541346,1,1.0,false
54513@be8d57d46257,0.4211968680198687,0.4728220122426262,0.5036605973759362,0.508462509501272,0.3918440863727885,0.09090909090909091,0.045454545454545456,1.0,1.0,1,0.5,false
54513@e1b3882ee743,0.6264485932273843,0.6615171385505515,0.6276727089812725,0.5928871616348556,0.6117182529863266,0.07142857142857142,0.02564102564102564,1.0,0.6003729329541346,1,0.5,false
54513@476287fb8eb2,0.14757866648400914,0.22127518092241938,0.4092751640824901,0.42314776761252304,0.15544356207560955,0.1,0.125,1.0,1.0,1,0.058823529411764705,false
54513@7a5cf9c20699,0.14757866648400914,0.22127518092241938,0.3723991183948056,0.2356248345676966,0.3810927302713838,1.0,0.08333333333333333,1.0,1.0,0,0.010101010101010102,false
54513@e192bc7c0403,0.26139779051937945,0.3259131027932227,0.2436404810251385,0.24312131399186393,0.11074022800200822,1.0,0.025,1.0,0.6003729329541346,1,0.0625,false
54513@bf68e788c17d,0.18622354335432037,0.25680277473350704,0.30051604481128574,0.27259226599168745,0.24691923710362948,1.0,0.034482758620689655,1.0,1.0,1,0.02702702702702703,false
54513@b91a979f518d,0.27933531503148057,0.34240369964467604,0.31115685729873277,0.29208544822143023,0.24320311642785655,1.0,0.14285714285714285,1.0,0.3725198287867642,1,0.008064516129032258,false
54513@4ecdc51683d0,0.29515733296801827,0.3569494369336697,0.30990573507547403,0.2773606048089877,0.26327866305674097,0.0625,0.02631578947368421,1.0,1.0,1,0.16666666666666666,false
54513@99d9f5f01d00,0.21619883862193562,0.2843601174107559,0.3802634004254975,0.39462663001151865,0.05537011400100411,1.0,0.03333333333333333,1.0,0.6003729329541346,1,1.0,false
54513@1e4e8ba61c1d,0.14757866648400914,0.22127518092241938,0.32976439352536424,0.2939808050443437,0.2884480267377895,0.1,0.024390243902439025,1.0,1.0,0,0.06666666666666667,false
54513@b0add95f6ff5,0.09311177167716018,0.17120184982233802,0.08315525078765236,0.054518453198337494,0.05537011400100411,0.0625,0.5,1.0,1.0,1,0.02631578947368421,false
54513@192d73b10d13,0.09311177167716018,0.17120184982233802,0.21877562346293092,0.22284215161065024,0.05537011400100411,0.1,0.05263157894736842,1.0,1.0,1,0.047619047619047616,false
54513@8d6a540f7148,0.14757866648400914,0.22127518092241938,0.21877562346293092,0.20174224958674433,0.14312966835325108,1.0,0.16666666666666666,1.0,1.0,0,0.022727272727272728,false
54513@e05a09bcb824,0.14757866648400914,0.22127518092241938,0.2930157383381573,0.2531758563420432,0.25386989635525936,0.1,0.1,1.0,1.0,1,0.038461538461538464,false
54513@6f60c58785ae,0.14757866648400914,0.22127518092241938,0.13562037267527857,0.10903690639667499,0.08775955435224699,0.09090909090909091,0.3333333333333333,1.0,1.0,1,0.25,false
54513@e8e6eb35048f,0.33380220983832953,0.3924770307447574,0.4262330148549803,0.3981908288904118,0.3837557164918728,1.0,0.07142857142857142,1.0,0.6003729329541346,1,0.01818181818181818,false
