key,files,functions,lines,addLines,deleteLines,pos,time,rf,ibf,isComponent,distance,isInducing
138143@b2cd5fa175fa,0.27933531503148057,0.34240369964467604,0.3604545224253904,0.3660502800170278,0.20489376904731582,0.1111111111111111,0.037037037037037035,1.0,0.37163715298554556,1,1.0,false
138143@820ea406da92,0.26139779051937945,0.3259131027932227,0.5069997538059176,0.4750871864137028,0.47699746615423144,0.1,0.05,1.0,0.013117246229326307,1,0.5,false
138143@9052d5d86cfc,0.26139779051937945,0.3259131027932227,0.36725585321338367,0.37042104341964993,0.23088922270549808,0.2,0.125,1.0,0.4732317041869031,1,1.0,false
138143@d842c4f11396,1.0,0.9964930869667594,0.962336948496296,1.0,0.0,0.09090909090909091,0.2,1.0,0.0,1,1.0,false
138143@d485f9bcc4df,0.45233521723030196,0.5014485912949704,0.5010810942129863,0.5182421423145812,0.25386989635525936,0.2,0.1,1.0,0.0,1,0.08333333333333333,false
138143@ac764de72cd4,0.32211380700730474,0.38173147113346423,0.5515522097539658,0.5384524269138911,0.4998761842204232,0.09090909090909091,0.5,1.0,0.013117246229326307,1,0.041666666666666664,false
138143@e3ad8bbd021d,0.9194770085589539,0.9483570634392068,0.9371387646270999,0.5403537602196209,0.9887049113518481,0.09090909090909091,1.0,1.0,0.013117246229326307,1,0.3333333333333333,false
138143@16adee6b2928,0.09311177167716018,0.17120184982233802,0.4256884717065432,0.39197811371755775,0.39004890545688053,0.2,0.038461538461538464,1.0,0.41761999721628057,1,0.3333333333333333,false
138143@df3adcd18258,0.2406904381611693,0.3068761058335884,0.31115685729873277,0.2976397671902014,0.23088922270549808,0.2,0.08333333333333333,1.0,0.4732317041869031,1,0.016129032258064516,false
138143@e2a6f72504c9,0.21619883862193562,0.2843601174107559,0.4849442496714441,0.4716419567419369,0.42521368857805897,0.2,0.05263157894736842,1.0,0.41761999721628057,1,0.25,false
138143@6e337a8e2754,0.26139779051937945,0.3259131027932227,0.3550936155573427,0.35125931343796185,0.25047014119748195,0.2,0.09090909090909091,1.0,0.41761999721628057,1,0.011764705882352941,false
138143@1cd7b3c66149,0.4089764570033886,0.4615873588044731,0.4883631417876126,0.49586697690741416,0.35765946510563773,0.09090909090909091,0.07692307692307693,1.0,0.013117246229326307,1,0.0196078431372549,false
138143@3c1c536e93ee,0.26139779051937945,0.3259131027932227,0.42486424028243186,0.4088799969896897,0.36292833194710145,0.09090909090909091,0.034482758620689655,1.0,0.013117246229326307,1,0.05263157894736842,false
138143@34dbb0c41b3e,0.32211380700730474,0.38173147113346423,0.4072107314472553,0.41514220225531473,0.24691923710362948,0.09090909090909091,0.14285714285714285,1.0,0.013117246229326307,1,0.027777777777777776,false
138143@b647286b2267,0.21619883862193562,0.2843601174107559,0.39989187774158214,0.3869737299151815,0.3283856024908686,0.5,0.041666666666666664,1.0,1.0,1,1.0,false
138143@2ed4c9f470df,0.36377750510594475,0.40236198736207207,0.5309595137665177,0.5371021190362076,0.41914376800442493,0.09090909090909091,0.16666666666666666,1.0,0.013117246229326307,1,0.029411764705882353,false
138143@d5c2eadfa5e8,0.14757866648400914,0.22127518092241938,0.5473993318949233,0.5109941051140808,0.5256758585335185,0.1,0.058823529411764705,1.0,0.013117246229326307,1,1.0,false
138143@f19d0c99af30,0.09311177167716018,0.17120184982233802,0.10493024377525248,0.10903690639667499,0.0,0.2,0.03571428571428571,1.0,0.4732317041869031,1,0.043478260869565216,false
138143@fd8aebb98542,0.2406904381611693,0.3068761058335884,0.33715476363760205,0.29940733600439423,0.2985732304288607,0.1,0.05555555555555555,1.0,0.013117246229326307,1,0.16666666666666666,false
138143@9c63fe783bfc,0.09311177167716018,0.17120184982233802,0.34932387699616557,0.33187905800732526,0.2816933974959036,0.2,0.043478260869565216,1.0,0.41761999721628057,1,0.015873015873015872,false
138143@9a73bdb1c732,0.2406904381611693,0.3068761058335884,0.44007834927114825,0.4175138443053745,0.3912501640169097,0.2,0.04,1.0,0.299010904108951,1,0.022222222222222223,false
138143@5fd25b258cce,0.36377750510594475,0.4200343734220062,0.6567926636813213,0.6266817462047318,0.6391122131475926,0.2,0.0625,1.0,0.2695292484094901,1,1.0,false
138143@e307d037aa32,0.14757866648400914,0.22127518092241938,0.4122699307000186,0.3466039014197677,0.40079129560183807,0.2,0.045454545454545456,1.0,0.37163715298554556,1,0.03225806451612903,false
138143@3951dea95d6a,0.09311177167716018,0.17120184982233802,0.3712859928755263,0.35565450718774927,0.30228935110463356,0.09090909090909091,0.1111111111111111,1.0,0.013117246229326307,1,0.1,false
138143@325ea44eee9a,0.33380220983832953,0.34240369964467604,0.4723337871255758,0.4577699047878,0.4134821706226266,0.3333333333333333,0.3333333333333333,1.0,1.0,1,1.0,false
138143@965ac05c7a89,0.09311177167716018,0.17120184982233802,0.12182024051256925,0.08640970391668631,0.08775955435224699,0.2,0.07142857142857142,1.0,0.4732317041869031,1,0.017241379310344827,false
138143@6a0d1a70dc38,0.09311177167716018,0.17120184982233802,0.4208945051379074,0.3598170393998855,0.40738849326401966,0.2,0.047619047619047616,1.0,0.37163715298554556,1,0.5,false
138143@b508e08b7057,0.09311177167716018,0.17120184982233802,0.1573953656628787,0.15305264792931988,0.05537011400100411,0.09090909090909091,0.06666666666666667,1.0,0.013117246229326307,1,0.038461538461538464,false
138143@d23254eaca84,0.21619883862193562,0.2843601174107559,0.3904949377124185,0.3689909403480723,0.3346787914558764,0.2,0.25,1.0,0.41761999721628057,1,0.1111111111111111,false
